age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income50k
48,Private,other,4,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,0
38,Private,Masters,14,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,1
52,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,50,United-States,1
55,Official,Some-school,11,other,Managerial-ProfSpecialty,Unmarried,White,Female,6849,0,40,United-States,0
41,Self-employed,HS-grad,9,Divorced,Farming-Forestry-Fishing,Other-relative,White,Male,0,0,20,United-States,0
45,Private,other,3,Never-married,Operator-Fabricator-Laborer,Own-child,White,Female,0,0,35,United-States,0
49,Private,other,4,Never-married,Operator-Fabricator-Laborer,Not-in-family,Asian-Pac-Islander,Male,0,0,45,Asia,0
19,Private,Some-college,10,Never-married,Service,Not-in-family,White,Male,0,0,20,United-States,0
39,Private,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,45,United-States,0
43,Private,Some-college,10,Never-married,Service,Not-in-family,White,Male,2174,0,45,United-States,0
42,Private,Some-college,10,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,65,United-States,0
17,Private,MS-grad,7,Never-married,Operator-Fabricator-Laborer,Own-child,White,Male,0,0,12,United-States,0
30,Private,Some-school,12,Never-married,Managerial-ProfSpecialty,Not-in-family,Black,Female,0,0,25,United-States,0
61,Official,Masters,14,Divorced,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,70,United-States,0
48,Private,Masters,14,Married,Managerial-ProfSpecialty,Husband,White,Male,15024,0,40,United-States,1
60,,HS-grad,9,Married,,Husband,White,Male,0,0,40,United-States,0
57,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,1
27,Private,other,3,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,45,Latin-America,0
24,Private,HS-grad,9,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,48,United-States,0
41,Private,MS-grad,8,Divorced,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,84,United-States,1
42,Private,HS-grad,9,other,Operator-Fabricator-Laborer,Unmarried,White,Male,0,0,40,United-States,0
34,Private,Bachelors,13,Never-married,Managerial-ProfSpecialty,Own-child,White,Female,0,0,15,United-States,0
22,,other,5,Never-married,,Unmarried,Black,Female,0,0,36,United-States,0
47,Private,HS-grad,9,Divorced,Managerial-ProfSpecialty,Unmarried,White,Female,0,0,43,United-States,0
50,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,1980,40,United-States,0
30,Private,HS-grad,9,Never-married,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,40,United-States,0
38,Private,Bachelors,13,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,45,United-States,0
31,Private,HS-grad,9,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,55,United-States,1
44,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,45,United-States,1
34,Private,Some-college,10,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,1651,38,United-States,0
52,Private,HS-grad,9,Divorced,Operator-Fabricator-Laborer,Not-in-family,Black,Male,14344,0,40,United-States,1
34,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,50,United-States,0
31,Private,Some-college,10,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,0
68,Private,Some-college,10,Divorced,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,20,United-States,0
22,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,40,Latin-America,0
42,Private,Bachelors,13,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,35,United-States,0
37,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,35,United-States,0
36,Self-employed,HS-grad,9,Married,Farming-Forestry-Fishing,Husband,White,Male,0,0,35,United-States,0
38,Private,Some-college,10,Divorced,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,30,United-States,0
72,Unemployed,HS-grad,9,Married,Service,Husband,White,Male,0,0,55,United-States,0
40,Private,other,3,Married,Service,Husband,White,Male,0,0,40,Latin-America,0
19,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,30,United-States,0
55,Private,Some-school,11,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,50,Europe,1
30,Private,Some-school,12,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
52,Private,Bachelors,13,other,Tech-Sales-AdmSupport,Unmarried,White,Female,0,1092,40,United-States,0
29,Private,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,3103,0,45,United-States,1
41,Private,Some-college,10,Married,Managerial-ProfSpecialty,Husband,Black,Male,0,0,4,United-States,0
29,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,45,United-States,0
24,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,20,United-States,0
46,Self-employed,Masters,15,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,45,United-States,1
44,Private,HS-grad,9,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,60,United-States,1
17,Private,other,6,Never-married,Tech-Sales-AdmSupport,Own-child,Black,Female,0,0,15,United-States,0
35,Private,Some-school,11,Divorced,Service,Unmarried,White,Female,0,0,35,United-States,0
38,Private,HS-grad,9,Divorced,PrecisionProduction-Craft-Repair,Unmarried,White,Male,0,0,40,United-States,0
36,Private,other,5,Never-married,Operator-Fabricator-Laborer,Own-child,White,Male,0,0,40,United-States,0
24,Private,MS-grad,7,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,60,United-States,0
38,Self-employed,Bachelors,13,Married,Farming-Forestry-Fishing,Husband,White,Male,0,0,99,United-States,0
19,Private,MS-grad,7,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,40,Latin-America,0
30,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,45,United-States,0
36,Official,Some-school,11,Married,Operator-Fabricator-Laborer,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
27,Private,Some-college,10,Never-married,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,45,United-States,0
27,Private,Some-school,12,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,1
66,,other,4,Married,,Husband,White,Male,0,0,30,United-States,0
65,Official,Some-college,10,Married,Managerial-ProfSpecialty,Husband,Black,Male,0,2174,40,United-States,1
37,Private,Masters,14,Never-married,Managerial-ProfSpecialty,Not-in-family,Black,Female,0,0,40,United-States,1
17,Private,MS-grad,7,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,30,United-States,0
19,,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,0
57,Private,other,3,Married,Operator-Fabricator-Laborer,Husband,Black,Male,0,0,50,United-States,0
54,Self-employed,Masters,14,Divorced,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,30,United-States,0
21,Private,Some-college,10,Never-married,Service,Not-in-family,White,Female,0,0,40,United-States,0
43,Private,HS-grad,9,other,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,40,United-States,0
50,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
38,Private,MS-grad,7,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,48,United-States,1
31,Private,HS-grad,9,Married,Managerial-ProfSpecialty,Husband,White,Male,15024,0,40,United-States,1
41,Private,Masters,15,Divorced,Managerial-ProfSpecialty,Unmarried,White,Female,0,0,38,United-States,0
20,Private,Some-college,10,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,40,United-States,0
28,Private,Bachelors,13,Married,Tech-Sales-AdmSupport,Other-relative,White,Female,0,0,15,United-States,0
62,Private,other,5,Married,Service,Husband,White,Male,0,0,35,United-States,0
41,Private,MS-grad,8,Divorced,Operator-Fabricator-Laborer,Not-in-family,Black,Female,0,0,40,United-States,0
37,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,45,United-States,0
53,Self-employed,Some-college,10,Married,Farming-Forestry-Fishing,Husband,White,Male,0,0,30,United-States,0
28,Private,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,50,United-States,1
23,Private,Masters,14,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,30,United-States,0
46,Self-employed,HS-grad,9,Married,Farming-Forestry-Fishing,Husband,White,Male,0,0,35,United-States,0
28,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,45,United-States,0
50,Private,other,6,other,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,40,United-States,0
19,Private,Some-college,10,Never-married,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,45,Latin-America,0
84,Private,other,4,Married,Managerial-ProfSpecialty,Husband,Black,Male,0,0,10,United-States,0
48,Self-employed,Masters,15,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,35,United-States,1
61,Self-employed,HS-grad,9,other,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,20,United-States,0
44,Private,Some-college,10,Divorced,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,42,United-States,0
32,Private,HS-grad,9,other,Operator-Fabricator-Laborer,Unmarried,Asian-Pac-Islander,Female,0,0,60,Asia,0
25,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,35,United-States,0
47,Official,Some-college,10,Divorced,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,40,United-States,0
19,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,15,United-States,0
37,Private,Some-college,10,Married,Service,Husband,White,Male,0,0,17,United-States,0
28,Private,HS-grad,9,Divorced,Tech-Sales-AdmSupport,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,0
34,Private,Some-school,12,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,40,United-States,1
32,Self-employed,Some-college,10,Divorced,Service,Not-in-family,White,Female,0,0,35,United-States,0
24,Private,Some-college,10,Never-married,Service,Not-in-family,White,Male,0,0,30,United-States,0
22,,Some-college,10,Never-married,,Not-in-family,Asian-Pac-Islander,Female,0,0,25,United-States,0
30,Private,Some-college,10,Married,Managerial-ProfSpecialty,Husband,Black,Male,0,0,99,United-States,0
56,Private,Masters,14,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,0
30,Private,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,1
28,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,26,United-States,0
40,Private,Some-college,10,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,1887,68,United-States,1
28,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,45,United-States,0
39,Private,MS-grad,8,Never-married,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,40,United-States,0
33,Self-employed,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,1
23,Private,Some-college,10,Never-married,Service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Latin-America,0
32,Private,Some-college,10,Never-married,Operator-Fabricator-Laborer,Other-relative,White,Male,0,0,55,Latin-America,0
37,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
71,Private,other,3,other,Service,Not-in-family,Asian-Pac-Islander,Female,0,0,75,United-States,0
30,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,1
20,Private,Some-college,10,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,40,United-States,0
53,Official,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,1740,50,United-States,0
42,Private,HS-grad,9,Divorced,PrecisionProduction-Craft-Repair,Unmarried,White,Male,0,0,45,United-States,0
44,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,1902,56,United-States,1
26,Private,Masters,14,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,40,United-States,0
21,Private,Some-college,10,Never-married,Service,Own-child,White,Female,0,0,16,United-States,0
37,Self-employed,HS-grad,9,other,Service,Unmarried,Black,Female,0,0,40,United-States,0
36,Official,Bachelors,13,Divorced,Managerial-ProfSpecialty,Unmarried,White,Female,0,0,40,United-States,0
25,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,40,United-States,0
54,Private,Doctorate,16,Married,Managerial-ProfSpecialty,Husband,White,Male,0,1977,43,United-States,1
38,Self-employed,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,50,United-States,1
29,Private,HS-grad,9,Never-married,Service,Not-in-family,White,Male,0,0,40,United-States,0
20,Official,Some-college,10,Never-married,PrecisionProduction-Craft-Repair,Own-child,White,Male,0,0,38,United-States,0
32,Private,HS-grad,9,Never-married,PrecisionProduction-Craft-Repair,Other-relative,White,Male,0,0,50,United-States,0
24,Private,Some-school,12,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,20,United-States,0
59,Official,HS-grad,9,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,1
56,Self-employed,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,1
40,Self-employed,HS-grad,9,Divorced,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,84,United-States,0
35,Private,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,1
38,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Wife,White,Female,15024,0,40,United-States,1
24,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,20,United-States,0
30,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,1848,40,United-States,1
61,,HS-grad,9,Married,,Husband,White,Male,0,0,40,United-States,0
36,Private,other,2,Never-married,Farming-Forestry-Fishing,Not-in-family,White,Male,0,0,40,Latin-America,0
20,Official,Some-college,10,Never-married,Service,Own-child,Asian-Pac-Islander,Female,0,0,20,United-States,0
36,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,40,United-States,0
45,Official,Bachelors,13,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,40,United-States,0
22,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,40,United-States,0
31,Private,HS-grad,9,Never-married,Farming-Forestry-Fishing,Not-in-family,White,Male,0,2001,40,United-States,0
34,Private,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Own-child,White,Male,0,0,40,United-States,0
24,Private,MS-grad,7,Never-married,PrecisionProduction-Craft-Repair,Unmarried,White,Male,0,0,40,United-States,0
42,,other,5,Never-married,,Own-child,Black,Male,0,0,35,United-States,0
23,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,25,United-States,0
46,Official,Masters,15,other,Managerial-ProfSpecialty,Unmarried,White,Female,0,0,40,Europe,1
60,Private,Masters,15,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,70,Europe,1
40,Private,Some-college,10,Divorced,Operator-Fabricator-Laborer,Unmarried,Black,Female,0,0,40,United-States,0
55,Private,HS-grad,9,Divorced,Operator-Fabricator-Laborer,Not-in-family,White,Female,0,0,40,United-States,0
47,Private,Masters,14,other,Tech-Sales-AdmSupport,Not-in-family,White,Male,27828,0,40,United-States,1
28,Private,HS-grad,9,Married,Service,Husband,White,Male,0,0,43,United-States,0
55,Private,Masters,15,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,60,United-States,1
47,Private,Masters,14,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,1
54,Private,Masters,14,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,52,United-States,1
32,Private,MS-grad,7,Married,Service,Wife,White,Female,0,0,60,United-States,0
38,Private,Some-school,12,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,1
61,Self-employed,Some-college,10,other,Operator-Fabricator-Laborer,Not-in-family,White,Female,0,0,40,United-States,0
62,Self-employed,Masters,14,Married,Managerial-ProfSpecialty,Husband,Asian-Pac-Islander,Male,0,0,40,Asia,0
29,Private,Some-college,10,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,5013,0,40,United-States,0
26,Private,HS-grad,9,Never-married,Service,Not-in-family,Black,Female,0,0,32,United-States,0
19,Private,Some-college,10,Never-married,Farming-Forestry-Fishing,Own-child,White,Male,0,0,50,United-States,0
40,Private,other,6,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
36,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,7298,0,40,United-States,1
42,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,2885,0,45,United-States,0
55,Private,Masters,14,Never-married,Managerial-ProfSpecialty,Other-relative,Asian-Pac-Islander,Female,0,0,40,Asia,0
55,Private,HS-grad,9,Married,Service,Wife,Black,Female,2407,0,35,United-States,0
43,Self-employed,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,1
39,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
38,Official,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,45,United-States,1
28,Private,HS-grad,9,Never-married,Service,Unmarried,White,Female,0,0,40,Latin-America,0
36,Private,Some-college,10,Divorced,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,40,United-States,0
49,Private,Some-college,10,Married,Farming-Forestry-Fishing,Husband,White,Male,0,0,50,United-States,0
41,Private,Some-college,10,Divorced,Tech-Sales-AdmSupport,Own-child,Black,Female,0,0,40,United-States,0
60,Private,other,4,Married,Operator-Fabricator-Laborer,Wife,White,Female,0,0,40,United-States,0
35,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,70,United-States,0
36,Official,Bachelors,13,Divorced,Managerial-ProfSpecialty,Unmarried,White,Female,0,0,40,United-States,0
51,Private,HS-grad,9,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,1
23,Private,HS-grad,9,Never-married,Service,Not-in-family,White,Male,0,0,40,Latin-America,0
51,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
17,Private,MS-grad,7,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,1055,0,18,Asia,0
33,Self-employed,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,25,United-States,0
50,Private,HS-grad,9,Divorced,Service,Not-in-family,White,Male,0,0,40,United-States,0
38,Private,MS-grad,8,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,1
18,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,35,United-States,0
26,Private,HS-grad,9,Never-married,Operator-Fabricator-Laborer,Own-child,White,Male,0,0,40,United-States,0
21,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,47,United-States,0
26,Private,HS-grad,9,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,52,United-States,0
30,Official,HS-grad,9,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,40,United-States,1
39,,Some-college,10,Divorced,,Not-in-family,White,Female,0,0,20,United-States,0
33,Official,HS-grad,9,Never-married,Service,Not-in-family,Black,Male,0,0,40,United-States,0
42,Official,Some-college,10,Divorced,Operator-Fabricator-Laborer,Unmarried,White,Male,0,0,38,United-States,0
28,Private,Masters,15,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Female,0,0,50,United-States,0
20,Private,HS-grad,9,Never-married,Service,Own-child,White,Male,0,0,35,United-States,0
66,Official,Bachelors,13,other,Managerial-ProfSpecialty,Not-in-family,Black,Female,0,2206,25,United-States,0
31,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,Asian-Pac-Islander,Male,0,0,50,Asia,0
36,Private,Some-college,10,Divorced,Tech-Sales-AdmSupport,Unmarried,White,Male,0,0,40,North-America,0
39,Official,Some-school,12,Never-married,Managerial-ProfSpecialty,Not-in-family,White,Male,0,0,40,United-States,1
52,Private,HS-grad,9,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,0
61,Private,other,4,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,7688,0,40,Europe,1
27,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,0
45,Private,HS-grad,9,Divorced,Tech-Sales-AdmSupport,Not-in-family,White,Female,0,0,50,United-States,0
21,Private,other,5,Never-married,Service,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
25,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,40,United-States,0
24,Private,Some-college,10,Never-married,Service,Own-child,White,Female,0,0,25,United-States,0
38,Private,Some-school,12,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,55,Europe,0
51,,Some-college,10,Married,,Husband,White,Male,0,0,24,United-States,0
29,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Wife,White,Female,0,1902,50,United-States,1
45,Private,HS-grad,9,Divorced,Tech-Sales-AdmSupport,Unmarried,White,Female,0,0,38,United-States,0
59,Private,other,6,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,50,United-States,0
41,Private,HS-grad,9,Married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,40,United-States,0
23,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Own-child,White,Female,0,0,40,United-States,0
43,Private,Some-college,10,Divorced,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,45,United-States,0
17,Private,MS-grad,7,Never-married,Tech-Sales-AdmSupport,Own-child,White,Male,0,0,20,United-States,0
32,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,15024,0,50,United-States,1
42,Private,Some-school,11,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,0
68,Private,Masters,14,Married,Managerial-ProfSpecialty,Husband,White,Male,0,2392,40,United-States,1
55,Official,HS-grad,9,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,1887,40,United-States,1
43,Private,HS-grad,9,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,0
61,Private,HS-grad,9,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,40,United-States,1
28,Private,HS-grad,9,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,0
47,Private,HS-grad,9,Divorced,Operator-Fabricator-Laborer,Unmarried,White,Female,0,0,60,United-States,0
21,Self-employed,other,4,Never-married,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,40,United-States,0
39,Private,Some-college,10,Never-married,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,40,United-States,0
39,Private,MS-grad,7,Divorced,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,1876,46,United-States,0
34,Private,Some-college,10,Married,Operator-Fabricator-Laborer,Husband,Black,Male,0,2179,40,United-States,0
57,,other,5,Divorced,,Not-in-family,White,Male,0,0,40,United-States,0
27,Private,Bachelors,13,Divorced,Operator-Fabricator-Laborer,Own-child,Black,Male,0,0,40,United-States,0
21,Official,Some-college,10,Never-married,Service,Own-child,Black,Female,0,0,12,United-States,0
25,Private,other,3,Never-married,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,40,Latin-America,0
51,Self-employed,Some-college,10,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,50,United-States,1
35,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Own-child,Black,Female,0,0,40,United-States,0
19,Private,Some-college,10,Never-married,Service,Own-child,White,Male,0,0,12,United-States,0
27,Private,Bachelors,13,Married,Managerial-ProfSpecialty,Husband,White,Male,7298,0,55,United-States,1
34,Private,Some-college,10,Never-married,Tech-Sales-AdmSupport,Other-relative,Black,Female,0,0,35,United-States,0
33,,HS-grad,9,Divorced,,Unmarried,White,Female,0,0,32,United-States,0
36,Private,HS-grad,9,Divorced,PrecisionProduction-Craft-Repair,Unmarried,White,Male,0,0,40,United-States,0
33,Self-employed,Bachelors,13,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,35,United-States,0
60,Self-employed,Bachelors,13,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,United-States,0
42,Private,Some-college,10,Married,Managerial-ProfSpecialty,Husband,White,Male,15024,0,50,United-States,1
47,Official,HS-grad,9,Married,Managerial-ProfSpecialty,Wife,Black,Female,0,0,40,United-States,0
42,Private,HS-grad,9,Divorced,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,75,United-States,1
34,Private,Some-college,10,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,65,United-States,1
21,Private,HS-grad,9,Never-married,Service,Own-child,White,Female,0,0,32,United-States,0
30,Private,Masters,14,Married,Service,Husband,White,Male,0,0,15,United-States,1
53,Private,Masters,14,Married,Managerial-ProfSpecialty,Wife,White,Female,0,0,50,United-States,1
34,Private,HS-grad,9,Married,PrecisionProduction-Craft-Repair,Husband,White,Male,0,0,40,Europe,0
37,Private,Bachelors,13,Married,Operator-Fabricator-Laborer,Husband,White,Male,0,0,40,United-States,0
27,Private,HS-grad,9,Never-married,Tech-Sales-AdmSupport,Own-child,Black,Female,0,0,40,United-States,0
31,Private,Bachelors,13,Never-married,Tech-Sales-AdmSupport,Not-in-family,White,Male,0,0,40,United-States,0
30,Private,Some-college,10,Married,Tech-Sales-AdmSupport,Wife,White,Female,0,0,40,United-States,0
33,Private,HS-grad,9,Divorced,Operator-Fabricator-Laborer,Not-in-family,White,Male,0,0,45,United-States,0
41,Official,Some-college,10,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,40,United-States,0
23,Official,Some-college,10,Married,Managerial-ProfSpecialty,Husband,White,Male,0,0,30,United-States,0
65,Private,Some-college,10,Married,Managerial-ProfSpecialty,Wife,White,Female,0,0,40,United-States,0
30,Private,HS-grad,9,Never-married,Service,Unmarried,White,Female,0,0,40,United-States,0
51,Private,Some-school,11,Married,Service,Husband,White,Male,4064,0,55,United-States,0
30,Official,Some-college,10,Never-married,Operator-Fabricator-Laborer,Own-child,White,Male,0,0,40,United-States,0
49,Private,Masters,14,Divorced,Tech-Sales-AdmSupport,Not-in-family,White,Male,4787,0,45,United-States,1
37,Self-employed,HS-grad,9,Married,Managerial-ProfSpecialty,Husband,White,Male,3137,0,30,United-States,0
42,Private,HS-grad,9,Never-married,PrecisionProduction-Craft-Repair,Not-in-family,White,Male,0,0,40,United-States,0
62,Private,Some-school,11,Married,Managerial-ProfSpecialty,Wife,White,Female,0,0,45,United-States,1
67,,HS-grad,9,other,,Not-in-family,White,Male,1086,0,35,United-States,0
31,Private,Some-college,10,Married,Operator-Fabricator-Laborer,Husband,White,Male,5178,0,40,United-States,1
50,Private,Bachelors,13,Married,Tech-Sales-AdmSupport,Husband,White,Male,0,0,20,United-States,1
33,Private,Bachelors,13,Married,Tech-Sales-AdmSupport,Other-relative,Asian-Pac-Islander,Male,0,0,40,Asia,0
